GM0820,1.3
GM0995,1.4
GM0473,1
GM0542,1.2
GM0482,1
GM0484,1.1
GM0489,1.4
GM0824,1.1
GM1586,1.6
GM0213,1.3
GM0986,2
GM0988,1.7
GM0439,1.3
GM0498,3.2
GM0501,2
GM0537,0.8
GM1721,1.3
GM0502,0.9
GM0512,0.9
GM1598,1.5
GM0513,0.9
GM0518,0.7
GM0523,1
GM0851,1.4
GM0983,1.6
GM0451,1.5
GM0230,1.2
GM0530,1.1
GM0164,1
GM0589,1.2
GM0263,2.3
GM0531,0.7
GM0613,1
GM0546,0.8
GM0299,1.8
GM0547,1
GM0297,1.6
GM0703,1.2
GM0553,0.9
GM0050,1.8
GM0569,2
GM0575,1.2
GM0406,1
GM0590,1
GM0400,1.1
GM0597,1
GM0599,0.7
GM0377,1
GM0762,2.3
GM0603,0.8
GM0606,0.8
GM0098,2
GM0610,0.8
GM0614,1.2
GM0622,0.7
GM0823,1.7
GM0626,0.8
GM0828,1.3
GM0627,1.1
GM0629,1.1
GM0505,1
GM0632,1.3
GM0638,1.5
GM0753,1.3
GM0668,1.9
GM0677,2.6
GM0687,1.4
GM1924,2.3
GM0797,1.6
GM1952,1.5
GM0716,1.7
GM0534,0.9
GM0718,1
GM0737,1.8
GM0743,1.7
GM0755,1.7
GM0757,1.4
GM0798,2.4
GM0758,0.9
GM1978,1.5
GM0766,1.4
GM0308,0.9
GM0770,2.3
GM0777,1
GM0879,2.3
GM0852,2.2
GM0772,0.9
GM0642,0.9
GM0796,1.1
GM1655,1.3
GM0809,1
GM0840,1.4
GM0845,1.4
GM0848,1.9
GM0855,0.9
GM0861,1
GM0866,1
GM0867,1.2
GM0873,1.8
GM1690,2
GM0938,1.7
GM0882,1
GM0888,1.4
GM0889,1.5
GM1916,1
GM0965,0.9
GM0197,1.5
GM0106,1.1
GM0893,2.9
GM0392,0.7
GM0899,1.2
GM0917,1.1
GM0935,0.9
GM1621,1.1
GM0946,2.3
GM0957,1.1
GM0342,1
GM0971,1.5
GM0981,1.5
